config_id,AR_w,taper_w,dihedral_w_deg,twist_root_w_deg,twist_tip_w_deg,b_w,tail_span_frac,tail_AR,boom_length_m,tail_incidence_deg,delta_e_cr_deg,delta_e_cl_deg,Vh,Lf,df,fineness,alpha_cruise_deg,alpha_climb_deg,L_over_W_cruise,L_over_W_climb,Cm_cruise,SM_fwd,D_cruise,D_climb,score
arch-low-conv-raked-tractor-1eng-fixed__wingA_AR8.5_tap0.5_dih10_tw2_-1_ag13,7.881738777992065,0.7999999826586188,3.000005830140145,3.239961005363713,-1.500001106356668,1.403721729723529,0.2213482638848104,3.162485439542395,0.2800000759734699,-0.14088284929714026,-5.016105350612252,2.715464604508867,0.3500000093904184,0.44829194247748183,0.08426420986596053,5.320075310628106,1.2095546973023747,3.6309328329898065,0.9500000000025871,0.999999999999671,-0.019999950301935392,0.34500000845137657,1.339881734864225,1.368749704779814,1.6820691610591785
arch-low-conv-raked-tractor-1eng-fixed__wingA_AR8.5_tap0.5_dih5_tw2_-1_ag13,7.881738777971826,0.7999999826586718,3.0000058801401703,3.2399610004691635,-1.5000011063566832,1.4037217297217268,0.2213482631780016,3.1624854199019086,0.2800000759733673,-0.14088284963202333,-5.016105366536893,2.7154646149407657,0.35000000938358705,0.4482919428338985,0.0842642099346477,5.320075310521248,1.209554700044814,3.6309328366085434,0.9500000000000043,0.9999999999999988,-0.01999995030401271,0.3450000084452284,1.3398817351887173,1.36874970502491,1.6820691614449448
arch-low-conv-raked-tractor-1eng-fixed__wingA_AR8.5_tap0.7_dih5_tw2_-1_ag13,7.881738752994278,0.7999999803772541,3.000006413641456,3.2399602248051504,-1.500001207238882,1.4037217274975013,0.22134828044479857,3.162485912644597,0.28000008316804587,-0.1408844361855177,-5.016104146404454,2.715465376859834,0.35000001113734425,0.44829194352689505,0.08426420993666606,5.320075318617909,1.2095551922024628,3.630933301706309,0.9500000000000014,1.0000000000000022,-0.01999994492782286,0.34500001002360986,1.339881740496318,1.368749709258746,1.6820691678110045
arch-low-conv-raked-tractor-1eng-fixed__wingA_AR9.5_tap0.5_dih5_tw3_-2_ag13,7.881738793136199,0.7999999840309784,3.0000055593707335,3.239961468395906,-1.5000010457009274,1.4037217310720989,0.22134825279662435,3.16248512361104,0.2800000716475375,-0.14088189559863556,-5.0161060990434425,2.715464157563124,0.3500000083436987,0.4482919413474393,0.08426420972742373,5.320075305964011,1.2095544032630612,3.630932556141829,0.9500000000000004,1.0000000000000018,-0.01999995354633265,0.34500000750932874,1.3398817307113142,1.3687497016642023,1.6820691561273649
arch-low-conv-raked-tractor-1eng-fixed__wingA_AR9.5_tap0.7_dih5_tw3_-2_ag13,7.881738769448896,0.7999999818714507,3.0000060640108774,3.2399607341697,-1.500001141125635,1.4037217289627684,0.22134826912849,3.1624855897112907,0.2800000784530083,-0.14088339635842617,-5.0161049452078785,2.715464878013318,0.3500000099939776,0.4482919423595453,0.08426420979800289,5.320075313519051,1.20955486907707,3.630932996362528,0.9500000000000008,1.0000000000000004,-0.019999948460441154,0.3450000089945799,1.3398817361601503,1.3687497059414595,1.682069162645515
arch-low-conv-raked-tractor-1eng-fixed__wingB_AR7.5_tap0.55_dih10_tw2_-2_naca4412,7.859362666808053,0.797959448443387,3.000007535272451,0.7075477375517077,-1.5000012602177581,1.401727743430233,0.2389035278093071,3.3438541356512324,0.28000009475761156,-0.17949408960159946,-6.2178923619533375,3.2867950410880487,0.3842718716140781,0.4483176160845738,0.08426179693811424,5.3205323453265425,0.19502654452339363,1.9987468756974793,0.9500000000000022,1.000000000000003,-0.02000000100736891,0.3758446844526702,1.473669289180055,1.412853625615233,1.8268826955838633
arch-low-conv-raked-tractor-1eng-fixed__wingB_AR8.5_tap0.6_dih10_tw3_-1_sg6043,6.800003056181112,0.7030603978708285,3.0000048397101313,0.5806685243084484,-1.5000012465958068,1.3038407740384859,0.311224517564873,3.3480285596625365,0.280000026472108,-0.5514501320698334,-3.720419825443476,-5.285282481931119,0.5233450731320869,0.44829225821372454,0.0842641803349366,5.320080922069552,-1.9999526352435997,1.3402538769120385,0.9500000000004043,1.0000000000063485,-0.019999981398915914,0.5010105658188782,1.8434713597019556,1.6049072400881157,2.2446981697239847
arch-low-conv-raked-tractor-1eng-fixed__wingB_AR8.5_tap0.6_dih5_tw3_-1_sg6043,6.800003056133239,0.7030603984118367,3.00000488970984,0.5806690750718874,-1.5000012465957773,1.3038407740338962,0.3112245175486537,3.3480285596810506,0.28000002647210737,-0.5514500972687173,-3.720419537936345,-5.2852822009567335,0.5233450730914306,0.448292258032899,0.08426418030083899,5.320080922076395,-1.9999529573904185,1.3402535557031379,0.9500000000000064,1.0000000000000075,-0.019999981399508447,0.5010105657822876,1.8434713594968628,1.6049072399789008,2.244698169491588
